ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
10861,109980-3,OLORIENI,-3.385231,36.714165,Olorien,Arusha Region,Arusha District,Arusha CC,Oloirien,Suye,Dispensary,Operating,LGA Public,1/1/70,755951141,,,,P.O.Box 3013,,
13453,120896-6,ORBIT,,,ORBIT,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,Dialysis Clinic,Operating,Investor(For Foreigners) Private Orbit mult speciality hospita(T) LTD,5/19/20,0688 398 096,,,,,ceo@orbitmsh.com,
13454,120897-4,ORBIT,,,ORBIT,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,Diagnostic Centre,Operating,Company/Business Name Private Orbit mult speciality hospita(T) LTD,5/19/19,0688 398 096,,,,,ceo@orbitmsh.com,
10890,113630-8,ORBIT,-3.370503,36.699593,ORBIT POLYCLINIC AND DIAGNOSTIC CENTER,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,PolyClinic,Operating,Investor(For Foreigners) Private ORBIT MULT SPECIALIZED HOSPITAL (T) LTD,11/1/21,255628183082,,,,P.O.BOX10766,info@orbitmsh.com,www.orbitmsh.com
14609,120757-0,PATRICK PEYTON RC,,,KANISANI,Arusha Region,Arusha District,Arusha CC,Osunyai,Ngusero,Health Center,Operating,Faith Based Organization (FBO) Private CATHOLIC ACHIDIOCESE OF ARUSHA,7/17/19,754598412,,,,P.O BOX 14910,patrickpeyton4@gmail.com,
18370,121378-4,PHYSIOCARE,,,PHYSIO,Arusha Region,Arusha District,Arusha CC,Oloirien,Mwanama,Physiotherapy Clinic,Operating,Company/Business Name Private PHYSIOCARE (T) LIMITED,12/23/17,755555669,,,,"2780, ARUSHA",operations@physiocaretz.com,
11247,107008-5,POLICE,Not Set,Not Set,,Arusha Region,Arusha District,Arusha CC,Sekei,Naura,Dispensary,Operating,Police Public Police,,146,,02-03-0113,,P.O.Box 3011 Arusha,,
11324,113543-3,PRINCE,-3.376265,36.662228,,Arusha Region,Arusha District,Arusha CC,Elerai,Majengo A,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11399,113631-6,QUBE,-3.374527,36.73815,,Arusha Region,Arusha District,Arusha CC,Baraa,Kwa Mrefu,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,,,,,,,
18360,121375-0,R & D,,,UZUNGUNI,Arusha Region,Arusha District,Arusha CC,Themi,Corridor,PolyClinic,Operating,Company/Business Name Private R & D SPECIALIZED CLINIC LIMITED,11/8/19,674515366,,,,"3130, ARUSHA",rndpolyclinic@gmail.com,
11505,113547-4,RESPECT,-3.384976,36.683853,,Arusha Region,Arusha District,Arusha CC,Unga Ltd,Viwandani,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
15297,121268-7,ROSHAN,,,ROSHAN,Arusha Region,Arusha District,Arusha CC,Sekei,Goliondoi,PolyClinic,Operating,For Profit Private MUHAMMAD RAZA ROSHANALI,5/27/22,784755558,,,,P.O.BOX 1157,drrazamtg@gmail.com,
11940,111996-5,SAFE FOCUS,-3.438112,36.70531,,Arusha Region,Arusha District,Arusha CC,Engutoto,Block C 1,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
12001,110911-5,SAKINA,-3.361372,36.67014,Sakina,Arusha Region,Arusha District,Arusha CC,Elerai,Sakina,Dispensary,Operating,For Profit Private DR SWEETBERT ANSIBERTUS,3/7/14,255754694987,,,,P.O.Box 10680 Arusha,,
12072,114422-9,SAMARITAN VILLAGE,,,Samaritan Village,Arusha Region,Arusha District,Arusha CC,Moivaro,Sekei,Dispensary,Operating,NGOs Private SAMARITAN VILLAGE (T) ORPHANAGE,1/9/19,255754507376,,,,P.O.Box 1317 Arusha,samvillagetz@gmail.com,www.samaritanvillageorphanage.com
12099,112315-7,SAMMY EYE CARE,-3.36999,36.685859,Seca Care,Arusha Region,Arusha District,Arusha CC,Levolosi,Majengo,Optometry Clinic,Operating,For Profit Private,1/1/70,754014144,,,,7310 Arusha,,
12114,107272-7,SANAWARI,-3.362164,36.695852,,Arusha Region,Arusha District,Arusha CC,Sekei,Naura,Dispensary,Operating,For Profit Private Dr Herman Hangu,2/14/06,,,,,P.O.Box 13932Arusha,,
11118,111974-2,SEKEI,-3.36287,36.704476,,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11301,111255-6,SHALOM,-3.40854,36.706589,,Arusha Region,Arusha District,Arusha CC,Lemara,Lemara kati,Basic Dental Clinic,Operating,For Profit Private,,,,,,,,
11307,110726-7,SHAMAH,-3.384721,36.681034,Shama,Arusha Region,Arusha District,Arusha CC,Sokon I,Olevolos,Dispensary,Operating,Faith Based Organization (FBO) Private THE ZION APOSTOLIC CHURCH,5/3/12,755290014,,,,P.O.Box 14441,Clemencemlowe@gmail.com,
11317,112007-0,SHAMSI,-3.372611,36.665177,,Arusha Region,Arusha District,Arusha CC,Elerai,Olmatejo A,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11461,107442-6,SHREE HINDU UNION CHARITABLE,-3.377127,36.689223,SHREE HINDU UNION CHARITABLE HOSPITAL,Arusha Region,Arusha District,Arusha CC,Kati,Bondeni,Hospital at Regional Level,Operating,NGOs Private SHREE HINDU UNION,2/10/95,752500254,,,,3051 ARUSHA,Hindu.arkhospital@shuch.co.tz,www.shuch.co.tz
11651,110727-5,SINONI,-3.417086,36.687603,Sinon Parish,Arusha Region,Arusha District,Arusha CC,Sokon I,Engosengiu,Dispensary,Operating,Faith Based Organization (FBO) Private Diocese of Arusha Roman Cathori,9/7/97,,,,,,,
11692,113640-7,SMART,-3.405221,36.645555,,Arusha Region,Arusha District,Arusha CC,Olasiti,Olasiti centre,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11749,107527-4,SOMBETINI,-3.39463,36.665003,sombetini,Arusha Region,Arusha District,Arusha CC,Sombetini,Kirika A,Dispensary,Operating,LGA Public,7/6/10,,,02-03-0120,,P.O.Box 3013,,
11694,113629-0,SPLENDOR,-3.371878,36.698777,SPLENDOR,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,Specialised Dental Clinic,Operating,For Profit Private J&E SMART COMPANY LIMITEDD,8/11/19,767506527,,,,P.O Box 13616,ericmbelle@yahoo.com,
11861,114497-1,ST GEMA,,,,Arusha Region,Arusha District,Arusha CC,Sekei,Mahakama,Health Center,Operating,For Profit Private,1/1/70,,,,,P.O.Box10712,,
11877,112912-1,ST JOSEPH HEALTH CARE INTERNATIONAL,-3.360253,36.658594,,Arusha Region,Arusha District,Arusha CC,Elerai,Sakina,Hospital at Regional Level,Operating,Company/Business Name Private ST. JOSEPH HEALTH CARE INTERNATIONAL LIMITED,7/8/20,713576346,,,,Box 10255,,
11906,111488-3,ST RAPHAEL,-3.360657,36.696181,ST RAPHAEL,Arusha Region,Arusha District,Arusha CC,Sekei,Sanawari,Dispensary,Operating,For Profit Private Dr Nicholous Adam lyimo,1/1/70,255757547210,,,,7377 ARUSHA,unalimao@yahoo.co.uk,
11966,107581-1,ST. ELIZABETH,-3.368883,36.677593,st.Elizabeth,Arusha Region,Arusha District,Arusha CC,Ngarenaro,NHC,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Catholic Archdiocese of Arusha,6/9/97,786866628,,02-02-0200,,498 Arusha,seha@habari.co.tz,www.seha.co.tz
12081,107637-1,ST. THOMAS,-3.372425,36.688475,,Arusha Region,Arusha District,Arusha CC,Kati,Bondeni,Health Center,Operating,For Profit Private,1/1/70,754481817,,02-03-0117,,P.O.BOX 13024 Arusha,,
12169,112317-3,STAR OPTOMETRY,-3.361102,36.684911,Star Optometry,Arusha Region,Arusha District,Arusha CC,Kaloleni,Mita mia mbili,Optometry Clinic,Operating,For Profit Private,,754476388,,,,,,
12229,112314-0,SUNBEAM OPTICAL CENTRE,-3.374242,36.684171,SunBeam Optical centre,Arusha Region,Arusha District,Arusha CC,Levolosi,Majengo,Optometry Clinic,Operating,For Profit Private,1/1/70,784260166,,,,975 Arusha,sunbeam@gamil.com,
12236,108580-2,SUNNI MUSLIM CHARITABLE,-3.37178,36.68668,Sunni muslim,Arusha Region,Arusha District,Arusha CC,Kati,Bondeni,PolyClinic,Operating,Faith Based Organization (FBO) Private SUNNI MUSLIM ASSOCIATION,1/1/70,784755558,,,,P. O. Box 306,sunnimuslimars@gmail.com,
13415,120895-8,SUNSHINE,,,LERINI,Arusha Region,Arusha District,Arusha CC,Moivaro,Moivaro Kati,Dispensary,Operating,For Profit Private Dk. RICHARD NKAMBI,5/19/20,0768 174 704,,,,,sunshinedispensary35@gmail.com,
13486,120877-6,TABASAMU,,,TABASAMU,Arusha Region,Arusha District,Arusha CC,Kaloleni,Kaloleni Mashariki,Basic Dental Clinic,Operating,For Profit Private DR. CHRISTIAN MICHAEL,5/19/20,0075 930 292,,,,,chrissmichael@gmail.com,
12277,111960-1,TAHFIFU,-3.374672,36.674568,,Arusha Region,Arusha District,Arusha CC,Ngarenaro,NHC,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
12320,109790-6,TANGANYIKA PACKERS,Not Set,Not Set,Tanganyika Packers,Arusha Region,Arusha District,Arusha CC,Moshono,Olkeriyan,Dispensary,Operating,Military Public Arusha CC,1/7/08,,,02-03-0114,,P.O.Box 2667 Arusha,,
18371,121379-2,TANYA,,,TANYA,Arusha Region,Arusha District,Arusha CC,Baraa,Kwa Mrefu,Basic Dental Clinic,Operating,For Profit Private DR. TANYA TODORAVA,12/5/13,754570357,,,,"14819, Arusha",info@drtanya.afrobiz.org,
12372,111223-4,TBL,-3.38328,36.699003,,Arusha Region,Arusha District,Arusha CC,Themi,Corridor,Dispensary,Operating,For Profit Private TANZANIA BREWERIES LTD (TBL),1/5/88,,,,,,,
12392,107809-6,TERRAT,-3.454225,36.652426,,Arusha Region,Arusha District,Arusha CC,Terrat,Kati,Dispensary,Operating,LGA Public,,,,,,,,
12403,107817-9,THEMI,-3.39838,36.70107,,Arusha Region,Arusha District,Arusha CC,Themi,Themi Mashariki,Health Center,Operating,LGA Public Arusha CC,,,,02-03-0802,,P.O.Box 3013 Arusha,,
12457,107868-2,TOTAL CARE,-3.39064,36.70467,Total Care,Arusha Region,Arusha District,Arusha CC,Themi,Corridor,Health Center,Operating,For Profit Private,1/1/70,787882273,,,,P.O.Box 1035 Arusha,totalcare@yahoo.com,
1173,108118-1,UPENDO,-3.360182,36.696237,Upendo,Arusha Region,Arusha District,Arusha CC,Sekei,Sanawari,Dispensary,Operating,Faith Based Organization (FBO) Private ZION APOSTOLIC CHURCH INTER,7/9/97,,,,,,,
1195,108142-1,UPONE CHARITABLE,-3.376765,36.660904,Upone,Arusha Region,Arusha District,Arusha CC,Sombetini,Olamuriaki,Dispensary,Operating,For Profit Private Upone dispensary foundation,5/11/07,754389859,,,,,,
1222,112005-4,USANDA,-3.420546,36.657962,,Arusha Region,Arusha District,Arusha CC,Terrat,Mlimani,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1328,113549-0,VICTORY,-3.376817,36.707172,,Arusha Region,Arusha District,Arusha CC,Kimandolu,Kijenge kusini,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1359,112316-5,VISION CARE,-3.371818,36.687898,Vision Care,Arusha Region,Arusha District,Arusha CC,Kati,Bondeni,Optometry Clinic,Operating,For Profit Private,1/1/70,755651111,,,,21222 DSM,visioncare01@yahoo.com,
1362,112318-1,VISION PERFECT LIMITED,-3.37217,36.694153,Vision Perfect,Arusha Region,Arusha District,Arusha CC,Sekei,Goliondoi,Optometry Clinic,Operating,For Profit Private,1/1/70,784465844,,,,10728 Arusha,visionperfectltd@hotmail.com,
1436,113626-6,WANJIRO,-3.416383,36.704574,,Arusha Region,Arusha District,Arusha CC,Lemara,Korongoni,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1550,113623-3,WELINESS,-3.386351,36.660058,Oljoro,Arusha Region,Arusha District,Arusha CC,Sombetini,Simanjiro,Dispensary,Operating,Company/Business Name Private WELINESS DISPENSARY LIMITED,4/11/20,255783748156,,,,P.O BOX 16273,mwajuma.nguno@gmail.com,
1551,110919-8,WELL POINT,-3.40508,36.705694,Well Point,Arusha Region,Arusha District,Arusha CC,Themi,Themi Mashariki,Dispensary,Operating,For Profit Private WELL POINT INVESTMENT LTD,9/1/15,,,,,P.O.Box 12484,info@wellpoint.co.tz,
1745,110921-4,ZEBRA,-3.366802,36.684627,,Arusha Region,Arusha District,Arusha CC,Levolosi,Levolos,Optometry Clinic,Operating,For Profit Private,1/1/70,0754-308976,,,,1765 Arusha,zebraoptician2@yahoo.co.uk,
12485,113544-1,TRUE,-3.416182,36.656875,TRUE HEALTH,Arusha Region,Arusha District,Arusha CC,Sokon I,Muriet,Level IA2 (Dispensary Laboratory),Operating,For Profit Private JAPHET JONATHAN MKILYA,3/15/18,+255(0)755839739,,,,P.O BOX 14062,,
2044,111968-4,ASA,-3.360007,36.683823,,Arusha Region,Arusha District,Arusha DC,Kiranyi,Ilkiurei,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,7/9/17,,,,,,,
2057,113656-3,ASHENGAI,-3.384935,36.588841,,Arusha Region,Arusha District,Arusha DC,Kisongo,Ilkerin,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,11/9/18,,,,,,,
2235,100308-6,BANGATA,-3.35845,36.74753,Sasi,Arusha Region,Arusha District,Arusha DC,Bangata,Sasi,Dispensary,Operating,LGA Public,11/6/08,,,,,Box 2330,,
2237,100309-4,BANGATA LUTHERAN,-3.33582,36.74476,,Arusha Region,Arusha District,Arusha DC,Bangata,Midawe,Dispensary,Operating,Faith Based Organization (FBO) Private LUTHERAN,7/9/97,,,,,Box 2330,,
2447,113651-4,BLACA,-3.355973,36.696141,,Arusha Region,Arusha District,Arusha DC,Moivo,Moivo,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,,,,,,,
2458,111991-6,BLOOD LEAD,,,,Arusha Region,Arusha District,Arusha DC,,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3390,100654-3,BWAWANI,-3.60778,36.84283,,Arusha Region,Arusha District,Arusha DC,Bwawani,Bwawani,Dispensary,Operating,LGA Public,1/11/83,,,,,Box 2330,,
2558,100916-6,COGI NGARAMTONI,-3.31571,36.6388,CRC,Arusha Region,Arusha District,Arusha DC,Olmotonyi,Ngaramtoni,Dispensary,Operating,Faith Based Organization (FBO) Private CHURCH OF GOSPEL INTERNATIONAL,9/6/97,754095317,,,,P.O.BOX 11984 ARUSHA,kisasitabusia@gmail.com,
2561,100918-2,COGI OLDONYOSAMBU,-3.14588,36.69191,Maiko,Arusha Region,Arusha District,Arusha DC,Oldonyosambu,Lemong'o,Dispensary,Operating,Faith Based Organization (FBO) Private CHURCH OF GOSPEL INTERNATION,6/6/17,,,,,Box 2330,,
2600,111985-8,CORPRUS,,,,Arusha Region,Arusha District,Arusha DC,,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
691,120304-1,DR MASUDI,NOT documented,not documented,MASUDI DISPENSARY,Arusha Region,Arusha District,Arusha DC,Kisongo,Engorola,Dispensary,Operating,Investor(For Foreigners) Private HAIRA CARE COMPANY LIMITED,4/21/21,686444382,,,,P.O.BOX 10116,suleimanmasudi3@gmail.com,
2939,111366-1,EKENYWA,-3.304082,36.643429,Ekenywa dispensary,Arusha Region,Arusha District,Arusha DC,Oltrumet,Ekenywa,Dispensary,Operating,NGOs Private Health Integrated Multisectoral Development (HIMD),4/30/04,255752882969,,,,P.O.BOX 1900,ekenywa@himd.or.tz,https://www.himd.or.tz
12640,120349-6,ELI SPECIALIZED POLYCLINIC,NIL,NIL,ASHENGAI,Arusha Region,Arusha District,Arusha DC,Olorieni,Olorien,Specialized Polyclinic,Operating,Company/Business Name Private ASHENGAI INVESTMENT CO. LTD,5/4/21,0765 600 060,,,,,mollelivester@gmail.com,
3054,111510-4,ENGORORA,-3.35498,36.54587,Engorola,Arusha Region,Arusha District,Arusha DC,Kisongo,,Health Center,Operating,LGA Public,3/9/17,,,,,2330,,
3077,109788-0,ESSOKA,-3.60492,36.66354,,Arusha Region,Arusha District,Arusha DC,Oljoro,Mirongoine,Dispensary,Operating,Faith Based Organization (FBO) Private ROMAN CATHOLIC DIOCESE OF ARUSHA,11/22/06,,,,,Box 2330,,
3081,109462-2,ESTHER NGARAMTONI,-3.31241,36.64039,,Arusha Region,Arusha District,Arusha DC,Olmotonyi,Olmotonyi,Dispensary,Operating,LGA Public Arusha DC,1/1/70,,,,,P.O BOX 2330,,
3249,113539-1,FOCUS HUMAN,-3.450203,36.674224,Focus human laboratory,Arusha Region,Arusha District,Arusha DC,Mateves,Ngurbob,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Emmy laban,10/1/20,787079080,,,,P.O BOX 1686,,
3253,106917-8,FORESTRY TRAINING INSTITUTE OLMOTONYI,-3.29021,36.65643,FTI-Olmotonyi Dispensary,Arusha Region,Arusha District,Arusha DC,Olmotonyi,Olmotonyi,Dispensary,Operating,Parastatal Public,1/1/70,,,,36352,Box 943,,
13389,120876-8,GOOD HOPE FAMILY,,,GOOD HOPE,Arusha Region,Arusha District,Arusha DC,Olmotonyi,Ngaramtoni,Dispensary,Operating,Company/Business Name Private SAYUNI COMPANY LTD,5/19/20,0754 298 171,,,,,estermakule@gmail.com,
3772,111880-1,HOREBU HILL,-3.31431,36.64286,HOREBU HILL,Arusha Region,Arusha District,Arusha DC,Olmotonyi,,Dispensary,Operating,Faith Based Organization (FBO) Private,1/10/17,,,,,BOX 2330,,
4719,101722-7,ILBORU,-3.353617,36.689233,,Arusha Region,Arusha District,Arusha DC,Moivo,Oltulelei,Dispensary,Operating,Faith Based Organization (FBO) Private,11/8/08,,,,,Box 3164,,
4720,113650-6,ILBORU,-3.357877,36.691036,,Arusha Region,Arusha District,Arusha DC,Moivo,Ilkiroriti,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,,,,,,,
4792,101745-8,ILKREVI,,,,Arusha Region,Arusha District,Arusha DC,Oltoroto,,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
4919,101800-1,IMBIBIA,-3.265367,36.56532,,Arusha Region,Arusha District,Arusha DC,Mwandeti,Imbibia,Dispensary,Operating,LGA Public Arusha DC,1/1/70,,,,,,,
6328,102912-3,KIMNYAKI,-3.307269,36.660028,Mradini,Arusha Region,Arusha District,Arusha DC,Kimnyaki,Kimnyaki,Dispensary,Operating,LGA Public,7/10/93,,,,,Box 2330,,
6332,102913-1,KIMNYAKI MAASAI,-3.313,36.64154,Posta,Arusha Region,Arusha District,Arusha DC,Kimnyaki,Olmringaringa,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,,,,,Box 8131,,
6752,102981-8,KIOGA,-3.32543,36.6982,Naresho,Arusha Region,Arusha District,Arusha DC,Ilkiding'a,Oloigeruno,Dispensary,Operating,LGA Public,5/3/03,,,,,Box 2330,,
6978,103029-5,KIRANYI,-3.342505,36.668095,KIRANYI,Arusha Region,Arusha District,Arusha DC,Kiranyi,Kiranyi,Dispensary,Operating,LGA Public Arusha DC,1/1/70,,,02-03-0109,,Box 2330,,
7259,113655-5,KISAU,-3.374653,36.569581,,Arusha Region,Arusha District,Arusha DC,Mateves,Ngurbob,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,12/6/19,,,,,,,
7277,103088-1,KISERIANI,-3.45026,36.73876,,Arusha Region,Arusha District,Arusha DC,Mlangarini,Kiseriani,Dispensary,Operating,LGA Public Arusha DC,1/1/70,,,,,Box 2330,,
7472,113654-8,KISONGO,-3.372808,36.571935,Kisongo Laboratory,Arusha Region,Arusha District,Arusha DC,Mateves,Ngurbob,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Thomas Mjungu,1/1/70,255755688,,,,P.O.BOX 412 ARUSHA,tmjungu208@gmail.com,
7473,109536-3,KISONGO CHARITABLE,-3.372103,36.570253,Horofani,Arusha Region,Arusha District,Arusha DC,Mateves,Ngurbob,Health Center,Operating,NGOs Private BONIFACE GODWIN MWAMPOSA,12/9/11,767254206,,,,P.O B0X.8301,kisongohc2000@gmail.com,
7478,103131-9,KISONGO LUTHERAN,-3.37077,36.58481,,Arusha Region,Arusha District,Arusha DC,Mateves,Ngurbob,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,,,,,P.O BOX 2330,,
7483,106947-5,KISONGO PAG,-3.37391,36.57036,PAG Kisongo,Arusha Region,Arusha District,Arusha DC,Mateves,Ngurbob,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,,,,,,,
7487,107338-6,KISONGO SDA,-3.370954,36.546784,Engorora SDA,Arusha Region,Arusha District,Arusha DC,Kisongo,Engorola,Dispensary,Operating,Faith Based Organization (FBO) Private Seventh Day Adventist Church (SDA),4/6/97,,,,,BOX 13197,,
7994,112313-2,KIVULINI,-3.51706,36.87044,Kivulini maternity center,Arusha Region,Arusha District,Arusha DC,Olorieni,,Health Center,Operating,NGOs Private,2/6/18,-2068241,,,,Box 16464,,
9288,103468-5,LENGIJAVE,-3.22259,36.6029,,Arusha Region,Arusha District,Arusha DC,Olkokola,Lengijave,Dispensary,Operating,LGA Public,1/1/70,,,,,BOX 2330,,
9334,103487-5,LESIRAA,-3.396869,36.506901,,Arusha Region,Arusha District,Arusha DC,Kisongo,Lesiraa,Dispensary,Operating,LGA Public,10/3/10,,,,,Box 2330,,
9461,103512-0,LIKAMBA,-3.32382,36.54664,Barazani,Arusha Region,Arusha District,Arusha DC,Mussa,Likamba,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 2330,,
5928,103589-8,LOSINONI,-3.13209,36.72001,,Arusha Region,Arusha District,Arusha DC,Oldonyosambu,Losinoni,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 2330,,
7079,103805-8,M&M KIWERA,-3.359121,36.66032,Laiseri,Arusha Region,Arusha District,Arusha DC,Olorieni,Olosiva,Dispensary,Operating,For Profit Private,1/1/70,,,,,,,
5645,104283-7,MANYIRE,-3.457352,36.805677,,Arusha Region,Arusha District,Arusha DC,Mlangarini,Manyire,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
13386,120769-5,MATONYORATA,,,MATONYORATA,Arusha Region,Arusha District,Arusha DC,Oldonyosambu,Oldonyowas,Dispensary,Operating,For Profit Private ANDREA KITUMBIKA,2/19/20,0765 290 386,,,,,matonyoratadispensary@gmail.com,
7629,104673-9,MBUYUNI,-3.574294,36.65867,,Arusha Region,Arusha District,Arusha DC,Oljoro,Mbuyuni,Health Center,Operating,LGA Public,1/1/70,,,,,P.O BOX 2330,,
9054,109813-6,MIRONGOINE,-3.60759,36.66324,Kasablanka,Arusha Region,Arusha District,Arusha DC,Oljoro,Mirongoine,Dispensary,Operating,Faith Based Organization (FBO) Private ICCT,11/7/11,,,,,P.O BOX 2330,mirongoinedispensary@gmail.com,
6205,105192-9,MLANGARINI,-3.44595,36.78874,,Arusha Region,Arusha District,Arusha DC,Mlangarini,Mlangarini,Dispensary,Operating,LGA Public Arusha DC,7/8/02,,,,,Box 2330,,
6616,105273-7,MOIVO,-3.350111,36.70016,,Arusha Region,Arusha District,Arusha DC,Moivo,Moivo,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 2330,,
6837,111144-2,MOUNT MERU,-3.362067,36.704846,Sekei ya pili,Arusha Region,Arusha District,Arusha DC,Sokon II,Sekei,Dispensary,Operating,For Profit Private Emanuel Meagie,8/29/04,,,,,16323,,
8733,105691-0,MUNGUSH,-3.53059,36.83493,,Arusha Region,Arusha District,Arusha DC,Bwawani,Mungushi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 2330,,
8843,105715-7,MUSA,-3.32405,36.520461,,Arusha Region,Arusha District,Arusha DC,Mussa,Oloitushura,Dispensary,Operating,LGA Public,10/5/95,,,,,Box 2330,,
8945,105727-2,MUUNGANO,,,MUUNGANO,Arusha Region,Arusha District,Arusha DC,Mlangarini,Kiseriani,Dispensary,Operating,Faith Based Organization (FBO) Private CATHOLIC ARCHIDIOCESE OF ARUSHA,8/29/04,+255 757 814 798,,,520351,P.O.BOX 3071,lilianpatrick76@gmail.com,
